point_id,point_title,point_source,point_analysis,point_quote_text,point_quote_start,point_quote_end,point_document_id,service_name,cases.case_id,cases.case_classification,cases.case_title,cases.case_description,cases.case_topic,score_rubric,Referenced_Text,Ground_Truth_Score,Company,Classification_Code,Specific_Rubric,Predicted_Score,Predicted_Score_Batch
17339,"Users should revisit the terms periodically, although in case of material changes, the service will notify",https://riseup.net/en/about-us/policy/tos,Generated through the annotate view,"<p>We reserve the right to change this policy.
If we make major changes, we will notify our users in a clear and prominent manner.",5340.0,5472.0,429.0,RiseUp.net,329,neutral,"You should revisit the terms periodically, although in case of material changes, the service will notify","The service may update the Terms without notice, but if they significantly change the agreements in a manner that importantly and/or negatively affects the way the service is used, users will be notified.",Notice of Changing Terms,"-1: Terms may change without any prior notice to the user, with changes taking effect immediately or continued use being deemed acceptance.
0: Users are notified of changes, but without sufficient lead time or a meaningful opportunity to review the changes and decide before they take effect.
1: Users receive clear, advance notice of changes with a reasonable period to review them and the ability to terminate the contract before the new terms apply.","We reserve the right to change this policy. If we make major changes, we will notify our users in a clear and prominent manner.",0.0,RiseUp.net,Notice of Changing Terms,"-1: Terms may change without any prior notice to the user, with changes taking effect immediately or continued use being deemed acceptance.
0: Users are notified of changes, but without sufficient lead time or a meaningful opportunity to review the changes and decide before they take effect.
1: Users receive clear, advance notice of changes with a reasonable period to review them and the ability to terminate the contract before the new terms apply.",0,0
9271,This service does not sell your personal data,https://riseup.net/en/about-us/policy/privacy-policy,Generated through the annotate view,none of the information we do collect is ever shared.</p,1620.0,1676.0,428.0,RiseUp.net,193,good,Your personal data is not sold,"This service makes an explicit promise not to sell ""personal data"" of users.",Personal Data,"-1: Once collected, the user has no control over how their personal data is used or for how long it is retained, and the data may be processed for purposes incompatible with those for which it was collected.
0: Some data subject rights or controls are provided, but they are limited, burdensome to exercise, or retention and purposes are poorly defined.
1: The user retains meaningful control consistent with the GDPR rights of access, rectification, erasure, restriction, objection and portability, subject to purpose and storage limitation.",none of the information we do collect is ever shared.</p,1.0,RiseUp.net,Personal Data,"-1: Once collected, the user has no control over how their personal data is used or for how long it is retained, and the data may be processed for purposes incompatible with those for which it was collected.
0: Some data subject rights or controls are provided, but they are limited, burdensome to exercise, or retention and purposes are poorly defined.
1: The user retains meaningful control consistent with the GDPR rights of access, rectification, erasure, restriction, objection and portability, subject to purpose and storage limitation.",0,0
13423,This service assumes no liability for any losses or damages resulting from any matter relating to the service,https://riseup.net/en/about-us/policy/tos,Generated through the annotate view,We are not liable for any damages related to the use of this service.</li>,1363.0,1438.0,429.0,RiseUp.net,293,neutral,This service assumes no liability for any losses or damages resulting from any matter relating to the service,"The service assumes no liability for any damages the user incurs, including tangible (e.g. profits) and intangible losses (e.g. data), resulting from the use or inability to use the service or any other matter relating to the service.",Governance,"-1: The company retains wholly unilateral and discretionary governance over the service and its community, with no user participation, published decision-making criteria, or accountability mechanisms.
0: Some governance structures exist (e.g. published community guidelines or moderation rules), but users have no voice in decisions and enforcement remains at the company's discretion.
1: The service provides transparent governance with meaningful community participation, such as consultation on substantial decisions, published moderation criteria, and accessible appeal or redress procedures.",We are not liable for any damages related to the use of this service.,0.0,RiseUp.net,Governance,"-1: The company retains wholly unilateral and discretionary governance over the service and its community, with no user participation, published decision-making criteria, or accountability mechanisms.
0: Some governance structures exist (e.g. published community guidelines or moderation rules), but users have no voice in decisions and enforcement remains at the company's discretion.
1: The service provides transparent governance with meaningful community participation, such as consultation on substantial decisions, published moderation criteria, and accessible appeal or redress procedures.",-1,0
13422,IP addresses of website visitors are not tracked,https://riseup.net/en/about-us/policy/government-faq,Generated through the annotate view,we do not keep IP identifying logs,4530.0,4565.0,430.0,RiseUp.net,192,good,IP addresses of website visitors are not tracked,The Service disclaims that IP adresses from users are not collected (or anonymized) nor shared.,Types of Information Collected,"-1: The categories of information collected are not disclosed, or collection is open-ended and excessive relative to what the service requires.
0: The categories of information collected are disclosed but only broadly or vaguely, or collection exceeds what is necessary for the service.
1: The categories of information collected are clearly and specifically disclosed and limited to what is necessary to provide the service.",we do not keep IP identifying logs,1.0,RiseUp.net,Types of Information Collected,"-1: The categories of information collected are not disclosed, or collection is open-ended and excessive relative to what the service requires.
0: The categories of information collected are disclosed but only broadly or vaguely, or collection exceeds what is necessary for the service.
1: The categories of information collected are clearly and specifically disclosed and limited to what is necessary to provide the service.",1,1
13421,The service will resist legal requests for user information where reasonably possible,https://riseup.net/en/about-us/policy/government-faq,Generated through the annotate view,"We would rather pull the plug than submit to repressive surveillance by our government, or any government.",1614.0,1721.0,430.0,RiseUp.net,305,good,The service will resist legal requests for your information where reasonably possible,"The service will attempt to protect user information to a great extent, even so far as stating that they will only follow legal requirements to disclose user information in circumstances where this cannot be reasonably resisted.",Law and Government Requests,"-1: The service discloses user data to governments or law enforcement without requiring valid legal process, without notifying the user, and without any transparency reporting.
0: Disclosure is limited to valid legal requests, but the service provides no user notice and no transparency reporting on the requests it receives.
1: Disclosure is confined to valid legal process, with notice to the affected user wherever lawful, regular transparency reporting, and a commitment to challenge overbroad or unlawful requests.","We would rather pull the plug than submit to repressive surveillance by our government, or any government.",1.0,RiseUp.net,Law and Government Requests,"-1: The service discloses user data to governments or law enforcement without requiring valid legal process, without notifying the user, and without any transparency reporting.
0: Disclosure is limited to valid legal requests, but the service provides no user notice and no transparency reporting on the requests it receives.
1: Disclosure is confined to valid legal process, with notice to the affected user wherever lawful, regular transparency reporting, and a commitment to challenge overbroad or unlawful requests.",1,1
17338,"The service provider makes no warranty regarding uninterrupted, timely, secure or error-free service",https://riseup.net/en/about-us/policy/tos,Generated through the annotate view,"We make no warranty as to the reliability, accessibility, or quality of our services.",5153.0,5239.0,429.0,RiseUp.net,287,neutral,"The service provider makes no warranty regarding uninterrupted, timely, secure or error-free service","The service provider expressly does not claim to provide uninterrupted, timely, secure or error-free service.",Guarantee,"-1: The service is provided ""as is"" and the ToS disclaims all warranties, offering no guarantee of features, availability or fitness for purpose, contrary to the mandatory conformity guarantees owed to consumers under Article 8 Directive 2019/770.
0: The service provides qualified or limited guarantees, or disclaims warranties only to the extent permitted by applicable law, preserving the consumer's mandatory statutory conformity rights.
1: The service expressly guarantees defined features, quality or availability in a manner consistent with, or exceeding, statutory conformity requirements.","We make no warranty as to the reliability, accessibility, or quality of our services.",0.0,RiseUp.net,Guarantee,"-1: The service is provided ""as is"" and the ToS disclaims all warranties, offering no guarantee of features, availability or fitness for purpose, contrary to the mandatory conformity guarantees owed to consumers under Article 8 Directive 2019/770.
0: The service provides qualified or limited guarantees, or disclaims warranties only to the extent permitted by applicable law, preserving the consumer's mandatory statutory conformity rights.
1: The service expressly guarantees defined features, quality or availability in a manner consistent with, or exceeding, statutory conformity requirements.",-1,-1
17341,This service does not track you,https://riseup.net/en/about-us/policy/privacy-policy,Generated through the annotate view,"Your web browser communicates uniquely identifying information to all web servers it visits by allowing the site to know details about your operating system, browser information, plugins installed, fonts installed, screen resolution, and much more.
We do not retain any of this information.</p>",3387.0,3681.0,428.0,RiseUp.net,218,good,You are not being tracked,"The document excerpt needs to include the words ""[the service] does not track [users]"" or ""[the service] does not use any tracking technology"".",Trackers,"-1: The service deploys extensive tracking technologies without disclosure, a lawful basis, or any ability for the user to refuse, contrary to Article 5(3) ePrivacy Directive and the consent requirements of the GDPR.
0: Trackers are disclosed and some consent or opt-out is offered, but non-essential tracking is enabled by default or is difficult to refuse.
1: Only strictly necessary trackers are used, or non-essential tracking requires freely given, specific and informed opt-in consent that is as easy to refuse as to give.","Your web browser communicates uniquely identifying information to all web servers it visits by allowing the site to know details about your operating system, browser information, plugins installed, fonts installed, screen resolution, and much more. We do not retain any of this information.",1.0,RiseUp.net,Trackers,"-1: The service deploys extensive tracking technologies without disclosure, a lawful basis, or any ability for the user to refuse, contrary to Article 5(3) ePrivacy Directive and the consent requirements of the GDPR.
0: Trackers are disclosed and some consent or opt-out is offered, but non-essential tracking is enabled by default or is difficult to refuse.
1: Only strictly necessary trackers are used, or non-essential tracking requires freely given, specific and informed opt-in consent that is as easy to refuse as to give.",1,1
13425,The service is provided 'as is' and to be used at the users' sole risk,https://riseup.net/en/about-us/policy/tos,Generated through the annotate view,"You understand and agree that riseup provides online services “as is” and without any warranty, express, implied, or statutory.",4892.0,5020.0,429.0,RiseUp.net,286,neutral,The service is provided 'as is' and to be used at your sole risk,"This service does not provide any guarantees as to its usability or fitness for the users' purposes. Users agree to use it at their own risk, accepting any possible bugs, malfunctions or harm to their devices.",Guarantee,"-1: The service is provided ""as is"" and the ToS disclaims all warranties, offering no guarantee of features, availability or fitness for purpose, contrary to the mandatory conformity guarantees owed to consumers under Article 8 Directive 2019/770.
0: The service provides qualified or limited guarantees, or disclaims warranties only to the extent permitted by applicable law, preserving the consumer's mandatory statutory conformity rights.
1: The service expressly guarantees defined features, quality or availability in a manner consistent with, or exceeding, statutory conformity requirements.","You understand and agree that riseup provides online services “as is” and without any warranty, express, implied, or statutory.",0.0,RiseUp.net,Guarantee,"-1: The service is provided ""as is"" and the ToS disclaims all warranties, offering no guarantee of features, availability or fitness for purpose, contrary to the mandatory conformity guarantees owed to consumers under Article 8 Directive 2019/770.
0: The service provides qualified or limited guarantees, or disclaims warranties only to the extent permitted by applicable law, preserving the consumer's mandatory statutory conformity rights.
1: The service expressly guarantees defined features, quality or availability in a manner consistent with, or exceeding, statutory conformity requirements.",-1,-1
13424,"Users agree not to submit libelous, harassing or threatening content",https://riseup.net/en/about-us/policy/tos,Generated through the annotate view,"<p>You may not engage in the following activities through the services provided by riseup.net:</p>
<ul>
<li>Harassing or abusing others by engaging in threats, stalking or sending spam.",2236.0,2421.0,429.0,RiseUp.net,283,neutral,"You agree not to submit libelous, harassing or threatening content","This service prohibits users from submitting content of a variety of types. This can include content that is unlawful, harassing, abusive, threatening, libelous, sexist, racist, homophobic, transphobic, or discriminatory in any other way.",Content,"-1: Content restrictions are so broad, vague or discretionary that they unduly restrict lawful expression and permit the company to act arbitrarily against the user.
0: Content rules are defined but remain broad, leaving significant interpretive discretion to the company over what is permitted.
1: Content rules are clear, specific and limited to unlawful or genuinely harmful content, with predictable and proportionate enforcement.","You may not engage in the following activities through the services provided by riseup.net: Harassing or abusing others by engaging in threats, stalking or sending spam.",0.0,RiseUp.net,Content,"-1: Content restrictions are so broad, vague or discretionary that they unduly restrict lawful expression and permit the company to act arbitrarily against the user.
0: Content rules are defined but remain broad, leaving significant interpretive discretion to the company over what is permitted.
1: Content rules are clear, specific and limited to unlawful or genuinely harmful content, with predictable and proportionate enforcement.",1,1
17343,Your personal data is used for limited purposes,https://riseup.net/en/about-us/policy/privacy-policy,Generated through the annotate view,<p>We retain only the bare minimum of information about each user that is required to make the service work.,4454.0,4563.0,428.0,RiseUp.net,196,good,Your personal data is used for limited purposes,"Your Personal Data is only used for the essential purposes of the Service, which are clearly defined on the Agreements. For instance, the Service won't abuse your data to deliver targeted advertisements to you or for marketing purposes.",Personal Data,"-1: Once collected, the user has no control over how their personal data is used or for how long it is retained, and the data may be processed for purposes incompatible with those for which it was collected.
0: Some data subject rights or controls are provided, but they are limited, burdensome to exercise, or retention and purposes are poorly defined.
1: The user retains meaningful control consistent with the GDPR rights of access, rectification, erasure, restriction, objection and portability, subject to purpose and storage limitation.",We retain only the bare minimum of information about each user that is required to make the service work.,1.0,RiseUp.net,Personal Data,"-1: Once collected, the user has no control over how their personal data is used or for how long it is retained, and the data may be processed for purposes incompatible with those for which it was collected.
0: Some data subject rights or controls are provided, but they are limited, burdensome to exercise, or retention and purposes are poorly defined.
1: The user retains meaningful control consistent with the GDPR rights of access, rectification, erasure, restriction, objection and portability, subject to purpose and storage limitation.",0,0
17345,You have the right to leave this service at any time,https://riseup.net/en/about-us/policy/privacy-policy,Generated through the annotate view,<p>You may choose to delete your riseup.net account at any time.,5174.0,5238.0,428.0,RiseUp.net,170,good,You have the right to leave this service at any time,"You can stop using the service and/or cancel or delete your account at any time for any reason. Moreover, the termination is reasonably fast and simple.",Right to Leave The Service,"-1: The user cannot freely terminate, or cannot delete or retrieve their data and content upon leaving, resulting in lock-in contrary to Article 16(4) Directive 2019/770 and the portability right of Article 20 GDPR.
0: The user may leave and delete or retrieve some of their data and content, but retrieval or portability is only partial or burdensome.
1: The user may freely terminate the contract and retrieve and delete all of their data and content, with data portability supported.",You may choose to delete your riseup.net account at any time.,1.0,RiseUp.net,Right to Leave The Service,"-1: The user cannot freely terminate, or cannot delete or retrieve their data and content upon leaving, resulting in lock-in contrary to Article 16(4) Directive 2019/770 and the portability right of Article 20 GDPR.
0: The user may leave and delete or retrieve some of their data and content, but retrieval or portability is only partial or burdensome.
1: The user may freely terminate the contract and retrieve and delete all of their data and content, with data portability supported.",1,1
17337,This service does not guarantee that it or the products obtained through it meet the users' expectations or requirements,https://riseup.net/en/about-us/policy/tos,Generated through the annotate view,"We specifically disclaim any implied warrannties of title, merchantability, fitness for a particularly purpose and non-infringement.",5020.0,5153.0,429.0,RiseUp.net,290,neutral,This service does not guarantee that it or the products obtained through it meet your expectations or requirements,"This service provider informs its users that the services, information, products, or other materials provided on its website may not meet the users' expectations or requirements.",Guarantee,"-1: The service is provided ""as is"" and the ToS disclaims all warranties, offering no guarantee of features, availability or fitness for purpose, contrary to the mandatory conformity guarantees owed to consumers under Article 8 Directive 2019/770.
0: The service provides qualified or limited guarantees, or disclaims warranties only to the extent permitted by applicable law, preserving the consumer's mandatory statutory conformity rights.
1: The service expressly guarantees defined features, quality or availability in a manner consistent with, or exceeding, statutory conformity requirements.","We specifically disclaim any implied warrannties of title, merchantability, fitness for a particularly purpose and non-infringement.",0.0,RiseUp.net,Guarantee,"-1: The service is provided ""as is"" and the ToS disclaims all warranties, offering no guarantee of features, availability or fitness for purpose, contrary to the mandatory conformity guarantees owed to consumers under Article 8 Directive 2019/770.
0: The service provides qualified or limited guarantees, or disclaims warranties only to the extent permitted by applicable law, preserving the consumer's mandatory statutory conformity rights.
1: The service expressly guarantees defined features, quality or availability in a manner consistent with, or exceeding, statutory conformity requirements.",-1,-1
17342,"User-generated content is encrypted, and this service cannot decrypt it",https://riseup.net/en/about-us/policy/privacy-policy,Generated through the annotate view,"<p>All of your data is stored in an encrypted format, and only Riseup has the keys to decrypt the data.
Additionally, as of March 2017, the storage for all new accounts is personally encrypted.
Riseup is unable to read any of the stored content for these accounts.",4055.0,4319.0,428.0,RiseUp.net,372,good,"User-generated content is encrypted, and this service cannot decrypt it","Content generated by the users is end-to-end encrypted, in a way that it can't be accessed by anyone unauthorised, and even the service has no technical means to decrypt it.",Content,"-1: Content restrictions are so broad, vague or discretionary that they unduly restrict lawful expression and permit the company to act arbitrarily against the user.
0: Content rules are defined but remain broad, leaving significant interpretive discretion to the company over what is permitted.
1: Content rules are clear, specific and limited to unlawful or genuinely harmful content, with predictable and proportionate enforcement.","All of your data is stored in an encrypted format, and only Riseup has the keys to decrypt the data. Additionally, as of March 2017, the storage for all new accounts is personally encrypted. Riseup is unable to read any of the stored content for these accounts.",1.0,RiseUp.net,Content,"-1: Content restrictions are so broad, vague or discretionary that they unduly restrict lawful expression and permit the company to act arbitrarily against the user.
0: Content rules are defined but remain broad, leaving significant interpretive discretion to the company over what is permitted.
1: Content rules are clear, specific and limited to unlawful or genuinely harmful content, with predictable and proportionate enforcement.",1,1
17340,The service does not use third-party analytics or tracking platforms,https://riseup.net/en/about-us/policy/privacy-policy,Generated through the annotate view,We do not use any third party cookies or tracking of any kind.</p>,2654.0,2720.0,428.0,RiseUp.net,381,good,No third-party analytics or tracking platforms are used,There are no Google Analytics or other tracking codes embedded in the service.  Any tracking is performed by the service itself.,Third Parties,"-1: Personal data is shared with, or sold to, third parties without disclosure, a lawful basis, or any user control over the sharing.
0: Third-party sharing is disclosed and limited to stated purposes (for instance, processors acting on the company's behalf), but the user retains limited control over it.
1: Third-party sharing is minimal, transparent, purpose-bound and subject to the user's control or consent, with no sale of personal data.",We do not use any third party cookies or tracking of any kind.,1.0,RiseUp.net,Third Parties,"-1: Personal data is shared with, or sold to, third parties without disclosure, a lawful basis, or any user control over the sharing.
0: Third-party sharing is disclosed and limited to stated purposes (for instance, processors acting on the company's behalf), but the user retains limited control over it.
1: Third-party sharing is minimal, transparent, purpose-bound and subject to the user's control or consent, with no sale of personal data.",1,1
17344,Your personal data is aggregated into statistics,https://riseup.net/en/about-us/policy/privacy-policy,Generated through the annotate view,"Anonymous, aggregated information that cannot be linked back to an individual user may be made available to experienced researchers for the sole purpose of developing better systems for anonymous and secure communication.
For example, we may aggregate information on how many messages a typical user sends and receives, and with what frequency.",4623.0,4967.0,428.0,RiseUp.net,190,neutral,Your personal data is aggregated into statistics,"Your personal data is used for statistics in a de-identified/aggregated form (i.e. not directly linked to a unique identity) to analyse trends, for research and for analytics.",Personal Data,"-1: Once collected, the user has no control over how their personal data is used or for how long it is retained, and the data may be processed for purposes incompatible with those for which it was collected.
0: Some data subject rights or controls are provided, but they are limited, burdensome to exercise, or retention and purposes are poorly defined.
1: The user retains meaningful control consistent with the GDPR rights of access, rectification, erasure, restriction, objection and portability, subject to purpose and storage limitation.","Anonymous, aggregated information that cannot be linked back to an individual user may be made available to experienced researchers for the sole purpose of developing better systems for anonymous and secure communication. For example, we may aggregate information on how many messages a typical user sends and receives, and with what frequency.",0.0,RiseUp.net,Personal Data,"-1: Once collected, the user has no control over how their personal data is used or for how long it is retained, and the data may be processed for purposes incompatible with those for which it was collected.
0: Some data subject rights or controls are provided, but they are limited, burdensome to exercise, or retention and purposes are poorly defined.
1: The user retains meaningful control consistent with the GDPR rights of access, rectification, erasure, restriction, objection and portability, subject to purpose and storage limitation.",1,0
17346,The terms for this service are translated into different languages,https://riseup.net/en/about-us/policy/tos,Generated through the annotate view,中文 Español English Português Pyccĸий Deutsch Français Italiano Polski Ελληνικά Català Hindi,443.0,534.0,429.0,RiseUp.net,198,neutral,The terms for this service are translated into different languages,"Although there's generally a unique binding language for the terms, they are translated to allow all users to understand the agreement they're accepting, no matter their native language.",Transparency,"-1: The terms and policies are inaccessible, unclear, or not drafted in plain and intelligible language, contrary to the transparency requirement of Article 5 Directive 93/13.
0: Information is provided, but it is incomplete, dense, or difficult to navigate, hindering the user's understanding.
1: The terms and data practices are presented in clear, plain, accessible and easily comprehensible language that supports an informed decision by the user.",中文 Español English Português Pyccĸий Deutsch Français Italiano Polski Ελληνικά Català Hindi,0.0,RiseUp.net,Transparency,"-1: The terms and policies are inaccessible, unclear, or not drafted in plain and intelligible language, contrary to the transparency requirement of Article 5 Directive 93/13.
0: Information is provided, but it is incomplete, dense, or difficult to navigate, hindering the user's understanding.
1: The terms and data practices are presented in clear, plain, accessible and easily comprehensible language that supports an informed decision by the user.",0,1
1241,The service can delete your account without prior notice and without a reason,https://riseup.net/en/about-us/policy/tos,The service enforces censorship that is defined in a broad and open to interpretation manner.,<p>riseup.net may terminate your service at any time for any reason.,2874.0,2943.0,429.0,RiseUp.net,201,bad,Your account can be deleted without prior notice and without a reason,"At any time, your account can be terminated without explanation and without warning by the service. ",Suspension and Censorship,"-1: The company reserves the right to suspend the account or remove or censor lawful content at any time without serious grounds, prior notice, or any possibility of appeal.
0: Suspension or content removal is limited to stated grounds but lacks a notice period, or includes notice but relies on broad or vague grounds.
1: Suspension or content removal is confined to serious, specified grounds with a statement of reasons, prior notice, and a right of appeal consistent with Article 17 DSA, or no such right is reserved at all.",riseup.net may terminate your service at any time for any reason.,-1.0,RiseUp.net,Suspension and Censorship,"-1: The company reserves the right to suspend the account or remove or censor lawful content at any time without serious grounds, prior notice, or any possibility of appeal.
0: Suspension or content removal is limited to stated grounds but lacks a notice period, or includes notice but relies on broad or vague grounds.
1: Suspension or content removal is confined to serious, specified grounds with a statement of reasons, prior notice, and a right of appeal consistent with Article 17 DSA, or no such right is reserved at all.",-1,-1
9011,The service does not share user information with third parties,https://riseup.net/en/about-us/policy/government-faq,Generated through the annotate view,We would like to clearly state that Riseup has never given any user information to any third party.,1277.0,1376.0,430.0,RiseUp.net,311,good,Your personal data is not shared with third parties,Information collected from users by this service is not given to third parties.,Third Parties,"-1: Personal data is shared with, or sold to, third parties without disclosure, a lawful basis, or any user control over the sharing.
0: Third-party sharing is disclosed and limited to stated purposes (for instance, processors acting on the company's behalf), but the user retains limited control over it.
1: Third-party sharing is minimal, transparent, purpose-bound and subject to the user's control or consent, with no sale of personal data.",We would like to clearly state that Riseup has never given any user information to any third party.,1.0,RiseUp.net,Third Parties,"-1: Personal data is shared with, or sold to, third parties without disclosure, a lawful basis, or any user control over the sharing.
0: Third-party sharing is disclosed and limited to stated purposes (for instance, processors acting on the company's behalf), but the user retains limited control over it.
1: Third-party sharing is minimal, transparent, purpose-bound and subject to the user's control or consent, with no sale of personal data.",1,1
7005,This service uses third-party cookies for statistics,https://www.goguardian.com/privacy.html,Generated through the annotate view,"Some of the cookies used on our Website are set by us, and some are set by third parties that are delivering services on our behalf.</p>",27905.0,28041.0,1487.0,Goguardian,325,bad,Third-party cookies are used for statistics,"For instance, Google Analytics, rather than self-hosted (first-party) statistics software.",Trackers,"-1: The service deploys extensive tracking technologies without disclosure, a lawful basis, or any ability for the user to refuse, contrary to Article 5(3) ePrivacy Directive and the consent requirements of the GDPR.
0: Trackers are disclosed and some consent or opt-out is offered, but non-essential tracking is enabled by default or is difficult to refuse.
1: Only strictly necessary trackers are used, or non-essential tracking requires freely given, specific and informed opt-in consent that is as easy to refuse as to give.","Some of the cookies used on our Website are set by us, and some are set by third parties that are delivering services on our behalf.",-1.0,Goguardian,Trackers,"-1: The service deploys extensive tracking technologies without disclosure, a lawful basis, or any ability for the user to refuse, contrary to Article 5(3) ePrivacy Directive and the consent requirements of the GDPR.
0: Trackers are disclosed and some consent or opt-out is offered, but non-essential tracking is enabled by default or is difficult to refuse.
1: Only strictly necessary trackers are used, or non-essential tracking requires freely given, specific and informed opt-in consent that is as easy to refuse as to give.",0,0
7004,"The service may keep a secure, anonymized record of users' data for analytical purposes even after the data retention period",https://www.goguardian.com/privacy.html,Generated through the annotate view,"To dispose of any personal information, we may anonymize it, delete it or take other appropriate steps.",16330.0,16433.0,1487.0,Goguardian,304,bad,"The service may keep a secure, anonymized record of your data for analytical purposes even after the data retention period","The data retention period states how long a service keeps user data. In this case, the service may anonymize the personal data after its retention period is over and use it for analytical or research purposes.",Right to Leave The Service,"-1: The user cannot freely terminate, or cannot delete or retrieve their data and content upon leaving, resulting in lock-in contrary to Article 16(4) Directive 2019/770 and the portability right of Article 20 GDPR.
0: The user may leave and delete or retrieve some of their data and content, but retrieval or portability is only partial or burdensome.
1: The user may freely terminate the contract and retrieve and delete all of their data and content, with data portability supported.","To dispose of any personal information, we may anonymize it, delete it or take other appropriate steps.",-1.0,Goguardian,Right to Leave The Service,"-1: The user cannot freely terminate, or cannot delete or retrieve their data and content upon leaving, resulting in lock-in contrary to Article 16(4) Directive 2019/770 and the portability right of Article 20 GDPR.
0: The user may leave and delete or retrieve some of their data and content, but retrieval or portability is only partial or burdensome.
1: The user may freely terminate the contract and retrieve and delete all of their data and content, with data portability supported.",-1,0
7438,Failure to enforce any provision of the Terms of Service does not constitute a waiver of such provision,https://myanimelist.net/about/terms_of_use,Generated through the annotate view,Our failure to exercise or enforce any right or provision of these Terms of Use will not operate as a waiver of such right or provision.,55423.0,55560.0,849.0,MyAnimeList,295,neutral,Failure to enforce any provision of the Terms of Service does not constitute a waiver of such provision,"Even if the service does not or not always enforce all of the rules or provisions contained in its terms, they still apply. Users can at a later time still be held accountable for violating provisions that have not been enforced consistently.",Governance,"-1: The company retains wholly unilateral and discretionary governance over the service and its community, with no user participation, published decision-making criteria, or accountability mechanisms.
0: Some governance structures exist (e.g. published community guidelines or moderation rules), but users have no voice in decisions and enforcement remains at the company's discretion.
1: The service provides transparent governance with meaningful community participation, such as consultation on substantial decisions, published moderation criteria, and accessible appeal or redress procedures.",Our failure to exercise or enforce any right or provision of these Terms of Use will not operate as a waiver of such right or provision.,0.0,MyAnimeList,Governance,"-1: The company retains wholly unilateral and discretionary governance over the service and its community, with no user participation, published decision-making criteria, or accountability mechanisms.
0: Some governance structures exist (e.g. published community guidelines or moderation rules), but users have no voice in decisions and enforcement remains at the company's discretion.
1: The service provides transparent governance with meaningful community participation, such as consultation on substantial decisions, published moderation criteria, and accessible appeal or redress procedures.",-1,0
18220,Invalidity of any portion of the Terms of Service does not entail invalidity of its remainder,https://myanimelist.net/about/terms_of_use,Generated through the annotate view,"If any provision of these Terms of Use is, for any reason, held to be illegal, invalid or unenforceable, you and the Company agree that the rest of the Terms of Use will remain in full force and effect, the provision in question may be replaced by the lawful provision that most nearly embodies the original intention of the parties, and that these Terms of Use shall in any event otherwise remain valid and enforceable.",55584.0,56004.0,849.0,MyAnimeList,294,neutral,Invalidity of any portion of the Terms of Service does not entail invalidity of its remainder,"Should any portion of the Terms of Service be unenforceable or invalid, that portion will be enforced to the fullest extent permitted by applicable law and the remainder of the TOS will remain valid and enforceable.",Governance,"-1: The company retains wholly unilateral and discretionary governance over the service and its community, with no user participation, published decision-making criteria, or accountability mechanisms.
0: Some governance structures exist (e.g. published community guidelines or moderation rules), but users have no voice in decisions and enforcement remains at the company's discretion.
1: The service provides transparent governance with meaningful community participation, such as consultation on substantial decisions, published moderation criteria, and accessible appeal or redress procedures.","If any provision of these Terms of Use is, for any reason, held to be illegal, invalid or unenforceable, you and the Company agree that the rest of the Terms of Use will remain in full force and effect, the provision in question may be replaced by the lawful provision that most nearly embodies the original intention of the parties, and that these Terms of Use shall in any event otherwise remain valid and enforceable.",0.0,MyAnimeList,Governance,"-1: The company retains wholly unilateral and discretionary governance over the service and its community, with no user participation, published decision-making criteria, or accountability mechanisms.
0: Some governance structures exist (e.g. published community guidelines or moderation rules), but users have no voice in decisions and enforcement remains at the company's discretion.
1: The service provides transparent governance with meaningful community participation, such as consultation on substantial decisions, published moderation criteria, and accessible appeal or redress procedures.",0,0
18222,You are responsible for maintaining the security of your account and for the activities on your account,https://myanimelist.net/about/terms_of_use,Generated through the annotate view,"You are solely responsible for the activity that occurs on your profile or account, and you must keep the password for your profile or account secure at all times.",17326.0,17489.0,849.0,MyAnimeList,148,neutral,You are responsible for maintaining the security of your account and for the activities on your account,"You are responsible for protecting the confidentiality of your password and for maintaining the security of your account. Any activity occurring under your account is your responsibility, whether authorized by you or not. ",Security,"-1: The ToS describes no security measures and/or disclaims all responsibility for protecting the user's account and data against unauthorised access.
0: Basic security measures are mentioned, but commitments are vague or shift the substantial burden of securing the account onto the user.
1: The service commits to appropriate technical and organisational security measures and to breach handling and notification, consistent with Articles 32 and 33-34 GDPR.","You are solely responsible for the activity that occurs on your profile or account, and you must keep the password for your profile or account secure at all times.",0.0,MyAnimeList,Security,"-1: The ToS describes no security measures and/or disclaims all responsibility for protecting the user's account and data against unauthorised access.
0: Basic security measures are mentioned, but commitments are vague or shift the substantial burden of securing the account onto the user.
1: The service commits to appropriate technical and organisational security measures and to breach handling and notification, consistent with Articles 32 and 33-34 GDPR.",0,0
