split,eval_text,nearest_train_text,cosine_similarity
validation,"When the law requires it.
We follow the law whenever we receive requests about you from a government or related to a lawsuit.
We'll notify you when we're asked to hand over your personal information in this way unless we're legally prohibited from doing so.","We follow the law whenever we receive requests about you from a government or related to a lawsuit.
We'll notify you when we're asked to hand over your personal information in this way unless we're legally prohibited from doing so.",0.9722503315103703
test,"If any provision of this Agreement is found to be unenforceable or invalid, that provision will be limited or eliminated to the minimum extent necessary so that this Agreement will otherwise remain in full force and effect and enforceable.","If any provision of this User Agreement is found to be unenforceable or invalid, that provision will be limited or eliminated to the minimum extent necessary so that this User Agreement will otherwise remain in full force and effect and enforceable.</p>",0.9703549140777415
validation,We do not use any 3rd party tracking or analytics services.,We do not use any 3rd party tracking or analytics services,0.9698049211644659
validation,"We do not currently recognize automated browser signals regarding tracking mechanisms, which may include ""Do Not Track"" instructions.</li>","We do not currently recognize automated browser signals regarding tracking mechanisms, which may include ""Do Not Track"" instructions.",0.9697268794504558
test,"Transfer of Your Personal Data
<p>Your information, including Personal Data, is processed at the Company's operating offices and in
any other places where the parties involved in the processing are located.
It means that this
information may be transferred to — and maintained on — computers located outside of Your state,
province, country or other governmental jurisdiction where the data protection laws may differ
than those from Your jurisdiction.</p>","Your information, including Personal Data, is processed at the Company's operating offices and in any other places where the parties involved in the processing are located.
It means that this information may be transferred to — and maintained on — computers located outside of Your state, province, country or other governmental jurisdiction where the data protection laws may differ than those from Your jurisdiction.",0.9693609896236004
test,We may use cookies on our Websites for the purposes of tracking your session but we do not include third party cookies.,"We may use cookies on our Websites for the purposes of tracking your session but we do not include third party cookies.
<p>
</p>",0.9690273676314627
test,"However, we may also collect Personal Information about you from other sources such as public databases and","However, we may also collect Personal Information about you from other sources such as public databases,",0.9689359710295367
validation,"<p>We may combine our cookies, information collected through the cookies and web beacons on the Websites and REA Group Website with other information (including information collected by third parties using their own cookies and web beacons and providing our cookies and information to third parties)&nbsp;and use analytics services such as Firebase Analytics – to provide better or more relevant services and advertising to you on the Websites","We may combine our cookies, information collected through the cookies and web beacons on the Websites and REA Group Website with other information (including information collected by third parties using their own cookies and web beacons and providing our cookies and information to third parties)&nbsp;and use analytics services such as Firebase Analytics – to provide better or more relevant services and advertising to you on the Websites, the REA Group Website and third party websites.",0.9683057397888584
validation,"You agree that we may notify you of the Updated Terms by posting them on the Service, and that your use of the Service after we post the Updated Terms (or engaging in other such conduct as we may reasonably specify) constitutes your agreement to the Updated Terms.","You agree that we may notify you of the Updated Terms by posting them on the Service, and that your use of the Service after the effective date of the Updated Terms (or engaging in such other conduct as we may reasonably specify) constitutes your agreement to the Updated Terms.",0.9682525014538063
test,"that the Service will be available at any particular time or location, uninterrupted or secure.","THAT THE SERVICE WILL BE AVAILABLE AT ANY PARTICULAR TIME OR LOCATION, UNINTERRUPTED, OR SECURE.",0.9681269233729671
validation,"We reserve the right to delete or disable content alleged to be infringing, and to terminate accounts for repeat infringers. (",We reserve the right to delete or disable content alleged to be infringing and terminate accounts of repeat infringers.,0.9679989865961917
validation,"<p>THE SITE IS PROVIDED ON AN AS-IS AND AS-AVAILABLE BASIS.
YOU AGREE THAT YOUR USE OF THE SITE AND OUR SERVICES WILL BE AT YOUR SOLE RISK.","THE SITE IS PROVIDED ON AN AS-IS AND AS-AVAILABLE BASIS.
YOU AGREE THAT YOUR USE OF THE SITE AND OUR SERVICES WILL BE AT YOUR SOLE RISK.",0.9679034780254814
test,referring/exit pages,"referring/exit pages,",0.9668776115657786
validation,"If you are domiciled in the United States of America, this limited warranty will be governed and construed in accordance with the laws of New York, USA and in the event of a dispute, you agree to submit to the exclusive jurisdiction of the courts of New York city, New York, USA.","If you are domiciled in the United States of America, these Terms will be governed and construed in accordance with the laws of New York, USA and in the event of a dispute, you agree to submit to the exclusive jurisdiction of the courts of New York city, New York, USA.",0.9668762451957758
validation,"You will be subject to, and will be deemed to have been made aware of and to have accepted, the changes in any revised Terms of Service by your continued use of the Site after the date such revised Terms of Service are posted.","You will be subject to, and will be deemed to have been made aware of and to have accepted, the changes in any revised Terms of Use by your continued use of the Site after the date such revised Terms of Use are posted.",0.9667080268824645
validation,"You and Weebly agree to submit to the personal and exclusive jurisdiction of the courts located within San Francisco, California.","You and Weebly agree to submit to the
personal and exclusive jurisdiction of the courts located within San Francisco,
California",0.966599626545263
test,"Obie strony poddają się niewyłącznej jurysdykcji sądów Okręgu Miasta Luksemburga, co oznacza, że w celu dochodzenia praw przysługujących Ci na podstawie przepisów o ochronie konsumentów w związku niniejszymi Warunkami sprzedaży możesz wystąpić z powództwem do sądu w Luksemburgu lub w państwie UE, w którym zamieszkujesz.","Obie strony poddają się niewyłącznej jurysdykcji sądów okręgu Miasta Luksemburga, co oznacza, że w celu dochodzenia praw przysługujących Ci na podstawie przepisów o ochronie konsumentów w związku niniejszymi Warunkami Użytkowania możesz wystąpić z powództwem do sądu w Luksemburgu lub w państwie UE, w którym zamieszkujesz.",0.9665746131603676
test,"<p>We do not sell, trade, or otherwise transfer to outside parties your personally identifiable information.","We do not sell, trade, or otherwise transfer to outside parties your personally identifiable information.",0.9659889756237361
validation,"We also share data with Microsoft-controlled affiliates and subsidiaries.
with vendors working on our behalf.","We also share data with Microsoft-controlled affiliates and subsidiaries.
with vendors working on our behalf",0.9658900716175637
test,"Some of our websites include social media cookies, including those that enable users who are signed in to the social media service to share content via that service.","Some of our websites include social media cookies, including those that enable users who are signed in to the social media service to share content via that service.</li>",0.9654445849597624
test,Your continued use of the Site following the posting of changes to this policy will be deemed your acceptance of those changes.</p>,Your continued use of the Site following the posting of changes to this policy will be deemed your acceptance of those changes.,0.9654238531064191
test,"To a buyer or other successor in the event of a merger, divestiture, restructuring, reorganization, dissolution, or other sale or transfer of some or all of Our assets, whether as a going concern or as part of bankruptcy, liquidation, or similar proceeding, in which PI held by Us about our Website users is among the assets transferred.","<li>To a buyer or other successor in the event of a merger, divestiture, restructuring, reorganization, dissolution or other sale or transfer of some or all of our assets, whether as a going concern or as part of bankruptcy, liquidation or similar proceeding, in which personal information held by us about our Website users is among the assets transferred.",0.9651884109977306
validation,"We may delete any Content, in whole or in part, that in our sole judgment violates this Agreement or may harm the reputation of the Service.","We may delete any Content, in whole or in part, that in our sole judgment violates this Agreement or may harm the reputation of the Service.</p>",0.9650848747747609
test,"<p>You agree to defend, indemnify and hold us harmless against any losses, expenses, costs or damages (including our reasonable attorneys’ fees, expert fees’ and other reasonable costs of litigation or proceedings) arising from, incurred as a result of, or in any manner related to any claim or action based upon (a) your breach of, or failure to comply with, the terms and conditions of this Agreement, (b) your use of the Service, and/or (c) the use of the Service by any other person using your IDs.","You agree to defend, indemnify and hold us harmless against any losses, expenses, costs or damages (including our reasonable attorneys' fees, expert fees' and other reasonable costs of litigation or proceedings) arising from, incurred as a result of, or in any manner related to any claim or action based upon (a) your breach of, or failure to comply with, the terms and conditions of this Agreement, (b) your use of the Service, and/or (c) the use of the Service by any other person using your IDs.",0.9650555518270231
validation,Information We Collect from You,Information we may collect from you,0.9647299428742373
validation,"Spotify may terminate the Agreements or suspend your access to the Spotify Service at any time, including in the event of your actual or suspected unauthorised use of the Spotify Service and/or Content, or non-compliance with the Agreements.","Spotify may terminate the Agreements or suspend your access to the Spotify Service at any time, including in the event of your actual or suspected unauthorized use of the Spotify Service and/or Content, or non-compliance with the Agreements,",0.9647041939167181
test,"We may also release information when it's release is appropriate to comply with the law, enforce our site policies, or protect ours or others' rights, property or safety.","We may also release information when it's release is appropriate to comply with the law, enforce our site policies, or protect ours or others' rights, property or safety.</p>",0.9644013374704026
test,THE COMPANY SHALL NOT BE LIABLE TO YOU FOR MORE THAN THE GREATER OF (A) THE AMOUNT YOU HAVE PAID TO US IN ACCORDANCE WITH THESE TERMS IN THE THREE (3) MONTHS IMMEDIATELY PRECEDING THE DATE ON WHICH YOU FIRST ASSERT A CLAIM OR (B) $100.,THE COMPANY SHALL NOT BE LIABLE TO YOU FOR MORE THAN THE GREATER OF (A) THE AMOUNT YOU HAVE PAID TO US IN ACCORDANCE WITH THESE TERMS IN THE THREE (3) MONTHS IMMEDIATELY PRECEDING THE DATE ON WHICH YOU FIRST ASSERT A CLAIM OR (B) $100,0.9643536444825707
test,"ALL SUCH INFORMATION, SOFTWARE, PRODUCTS, SERVICES AND RELATED GRAPHICS ARE PROVIDED ""AS IS"" WITHOUT WARRANTY OF ANY KIND.","ALL SUCH INFORMATION, SOFTWARE, PRODUCTS, SERVICES AND RELATED GRAPHICS ARE PROVIDED ""AS IS"" WITHOUT WARRANTY OR CONDITION OF ANY KIND.",0.9642201561644388
test,"We reserve the right to make changes to our site, policies, Service Terms, and these Conditions of Use at any time","We reserve the right to make changes to our site, policies, Service Terms, and these Conditions of Use at any time.",0.9638401282825108
test,"We may also release your information when we believe release is appropriate to comply with the law, enforce our site policies, or protect ours or others rights, property, or safety.</p>","We may also release your information when we believe release is appropriate to comply with the law, enforce our site policies, or protect ours or others rights, property, or safety.",0.9638390415777255
test,"We reserve the right, but are not obligated, to remove or disable access to any Content, including User Content, at any time and without notice, including, but not limited to, if we, at our sole discretion, consider any Content to be objectionable or in violation of these Terms","We reserve the right, but are not obligated, to remove or disable access to any Content, at any time and without notice, including, but not limited to, if we, at our sole discretion, consider any Content to be objectionable or in violation of these Terms.",0.9633598676019379
test,"You may not assign or transfer the Agreement (or any of your rights or obligations under the Agreement) without our prior written consent. Any attempted assignment or transfer without complying with the foregoing will be void. We may freely assign or transfer the Agreement. The Agreement inures to the benefit of and is binding upon the parties and their respective legal representatives, successors, and assigns.","Assignment. You may not assign or transfer this Agreement (or any of your rights or obligations under this Agreement) without our prior written consent; any attempted assignment or transfer without complying with the foregoing will be void. We may freely assign or transfer this Agreement. This Agreement inures to the benefit of and is binding upon the parties and their respective legal representatives, successors, and assigns.",0.9622463352841777
validation,Any errors or defects in the service will be corrected,any errors or defects will be corrected,0.9622460655200892
validation,"shall be governed by the internal substantive laws of the State of California, without respect to its conflict of laws principles","These Terms shall be governed by the internal substantive laws of the State of California, without respect to its conflict of laws principles.",0.9617153661125327
validation,"Internet Protocol (""IP"") addresses","Internet Protocol (""IP"") address",0.9612945788829241
test,"Unless as otherwise stated in the Agreements, should any provision of the Agreements be held invalid or unenforceable for any reason or to any extent, such invalidity or unenforceability shall not in any manner affect or render invalid or unenforceable the remaining provisions of the Agreements,","Unless as otherwise stated in the Agreements, should any provision of the Agreements be held invalid or unenforceable for any reason or to any extent, such invalidity or unenforceability shall not in any manner affect or render invalid or unenforceable the remaining provisions of the Agreements, and the application of that provision shall be enforced to the extent permitted by law",0.9612110367565281
validation,"If you reside in a country of the European Economic Area, you agree that any dispute between You and Dailymotion arising out of or relating in any way to these Terms or Your use of the Dailymotion Service shall be interpreted in accordance with the laws of France, without reference to its conflicts of laws, and notwithstanding multiple defendants or third party claims.","If you reside in a country that is not part of the European Economic Area, You agree that any dispute between You and Dailymotion arising out of or relating in any way to these Terms or Your use of the Dailymotion Service shall be interpreted in accordance with the New York laws, without reference to its conflicts of laws, and notwithstanding multiple defendants or third party claims.",0.9611372859962035
validation,"Your anonymized IP address: We anonymize the last 3 bytes of your IP, e.g.
192.xxx.xxx.xxx.</li>","<li>Your anonymized IP address: We anonymize the last 3 bytes of your IP, e.g.
192.xxx.xxx.xxx.",0.9610290402906588
test,"We may discontinue some or all of our Services, including certain features and the support for certain devices and platforms, at any time.<","We may discontinue some or all of our Services, including certain features and the support for certain devices and platforms, at any time.",0.960690071058764
test,"if any provision of this Agreement is found to be invalid, the invalidity of such provision shall not affect the validity of the remaining provisions of this Agreement, which shall remain in full force and effect.","Except as otherwise provided in this Agreement, if any provision of this Agreement is found to be invalid, the invalidity of such provision shall not affect the validity of the remaining provisions of this Agreement, which shall remain in full force and effect.",0.9606764205663039
validation,"</b>Solely for the purposes of operating or improving the Services and Software, when you upload Content to the Services or Software, you grant us a nonexclusive, worldwide, royalty-free, sublicensable, and transferrable license to use, reproduce, publicly display, distribute, modify (so as to better showcase your Content, for example), publicly perform, and translate the Content.","Solely for the purposes of operating or improving the Services and Software, when you upload Content to the Services or Software, you grant us a nonexclusive, worldwide, royalty-free, sublicensable and transferrable licence to use, reproduce, publicly display, distribute, modify (so as to better showcase your Content, for example), publicly perform and translate the Content.",0.960638474480731
validation,"If any part of these Terms of Use is held invalid or unenforceable, that portion shall be construed in a manner consistent with applicable law to reflect, as nearly as possible, the original intentions of the parties, and the remaining portions shall remain in full force and effect.</p>","If any part of this Agreement is held invalid or unenforceable, that portion shall be construed in a manner consistent with applicable law to reflect, as nearly as possible, the original intentions of the parties, and the remaining portions shall remain in full force and effect. ",0.9605425200097812
test,"Interfere with another member’s use and enjoyment of the Service or another individual’s or entity’s use and enjoyment of similar services.</li>
</ul>",Interfere with another member’s use and enjoyment of the Service or another individual’s or entity’s use and enjoyment of similar services.,0.9603574591734715
test,"TO THE FULLEST EXTENT PERMISSIBLE PURSUANT TO APPLICABLE LAW, WE DISCLAIM ALL WARRANTIES, EXPRESS OR IMPLIED, INCLUDING, BUT NOT LIMITED TO, IMPLIED WARRANTIES OF MERCHANTABILITY AND FITNESS FOR A PARTICULAR PURPOSE.","TO THE FULLEST EXTENT PERMISSIBLE PURSUANT TO APPLICABLE LAW, THE POSTAL SERVICE DISCLAIMS ALL WARRANTIES , EXPRESS OR IMPLIED, INCLUDING, BUT NOT LIMITED TO, IMPLIED WARRANTIES OF MERCHANTABILITY AND FITNESS FOR A PARTICULAR PURPOSE.",0.9602648468835634
validation,Internet Protocol (IP) addresses,"Internet protocol (IP) addresses,",0.9597609996817308
validation,Are at least eighteen (18) years of age,(a) you are at least eighteen (18) years of age,0.9596608782387956
validation,"We may also disclose personal data as part of a corporate transaction such as a merger or sale of assets.</p>
<p>",We may also disclose personal data as part of a corporate transaction such as a merger or sale of assets.</p,0.9595807625980368
validation,"Last Updated: January 1, 2021",Last Updated: January 2021,0.9594961891951977
test,"This Privacy Policy does not cover the use of cookies by any third parties, and we aren’t responsible for their privacy policies and practices.","Again, this Privacy Policy does not cover the use of cookies by any third parties, and we aren’t responsible for their privacy policies and practices.",0.9591834494254664
test,"You agree to indemnify, defend and hold harmless Royal Road and our parent, subsidiaries, affiliates, partners, officers, directors, agents, contractors, licensors, service providers, subcontractors, suppliers, interns and employees, harmless from any claim or demand, including reasonable attorneys’ fees, made by any third-party due to or arising out of your breach of these Terms of Service or the documents they incorporate by reference, or your violation of any law or the rights of a third-party.</p>","You agree to indemnify, defend and hold harmless V.
H.
Hess and our parent, subsidiaries, affiliates, partners, officers, directors, agents, contractors, licensors, service providers, subcontractors, suppliers, interns and employees, harmless from any claim or demand, including reasonable attorneys’ fees, made by any third-party due to or arising out of your breach of these Terms of Service or the documents they incorporate by reference, or your violation of any law or the rights of a third-party.",0.9583705097617558
test,"TO THE EXTENT PERMITTED BY LAW, THE TOTAL LIABILITY OF TING, AND ITS SUPPLIERS AND DISTRIBUTORS, FOR ANY CLAIMS UNDER THESE TERMS, INCLUDING FOR ANY IMPLIED WARRANTIES, IS LIMITED TO THE AMOUNT YOU PAID US TO USE THE SERVICES (OR, IF WE CHOOSE, TO SUPPLYING YOU THE SERVICES AGAIN).
</p>","TO THE EXTENT PERMITTED BY LAW, THE TOTAL LIABILITY OF GOOGLE, AND ITS SUPPLIERS AND DISTRIBUTORS, FOR ANY CLAIMS UNDER THESE TERMS, INCLUDING FOR ANY IMPLIED WARRANTIES, IS LIMITED TO THE AMOUNT YOU PAID US TO USE THE SERVICES (OR, IF WE CHOOSE, TO SUPPLYING YOU THE SERVICES AGAIN).",0.9575098548075514
validation,"THAT THE SERVICES WILL BE AVAILABLE AT ANY PARTICULAR TIME OR LOCATION, UNINTERRUPTED OR SECURE.","THAT THE SERVICE WILL BE AVAILABLE AT ANY PARTICULAR TIME OR LOCATION, UNINTERRUPTED, OR SECURE.",0.9574738942819117
test,"If any portion of these Terms is found to be unenforceable, the remaining portion will remain in full force and effect. ","<li>If any portion of these Terms is found to be unenforceable, the remaining portion will remain in full force and effect.",0.9573053282381613
test,"For any dispute you have with Pinterest, you agree to ﬁrst contact us and try to resolve the dispute with us informally. If we need to contact you, we will do so using the email address on your Pinterest account. If Pinterest has not been able to resolve the dispute with you informally, we each agree to resolve any claim, dispute or controversy (excluding claims for injunctive or other equitable relief) arising out of or in connection with or relating to these Terms through binding arbitration or (for qualifying claims) in a small claims court","<p>For any dispute you have with Pinterest, you agree to first contact us and try to resolve the dispute with us informally.
If we need to contact you, we will do so at the email address on your Pinterest account.
If Pinterest hasn’t been able to resolve the dispute with you informally, we each agree to resolve any claim, dispute, or controversy (excluding claims for injunctive or other equitable relief) arising out of or in connection with or relating to these Terms through binding arbitration or (for qualifying claims) in small claims court.",0.9570607286343292
test,"YOUR USE OF THE SERVICE IS AT YOUR SOLE RISK.
THE SERVICE IS PROVIDED ON AN “AS IS” AND “AS AVAILABLE” BASIS.","THE SERVICE IS PROVIDED ON AN “AS IS” AND “AS AVAILABLE” BASIS.
USE OF THE SERVICE IS AT YOUR OWN RISK.",0.9569751032224774
test,Our failure to exercise and enforce any right or provision of the TOS shall not constitute a waiver of such right or provision.,Our failure to exercise or enforce any right or provision of the Terms of Use shall not constitute a waiver of such right or provision.,0.956919212039496
validation,The processing and protection of data is carried out in accordance with applicable legal regulations and EU Regulation 2016/679 (GDPR).</p>,The processing and protection of data is carried out in accordance with applicable legal regulations and EU Regulation 2016/679 (GDPR).,0.9566834139170286
validation,and how we use it,how we use it,0.9566093017432308
validation,We may also retain any messages you send through the Service.,We may also retain any messages you send through the Service,0.9565387902197257
test,"(v) interfere with, or disrupt, (or attempt to do so), the access of any user, host or network, including, without limitation, bullying or harassing, sending a virus, overloading, flooding, spamming, mail-bombing the Services, or by scripting the creation of Content in such a manner as to interfere with or create an undue burden on the Services.</p>","(v) interfere with, or disrupt, (or attempt to do so), the access of any user, host or network, including, without limitation, sending a virus, overloading, flooding, spamming, mail-bombing the Services, or by scripting the creation of Content in such a manner as to interfere with or create an undue burden on the Services.",0.9562806609499613
validation,"<p>If you are a copyright owner, or are authorized to act on behalf of one, or authorized to act under any exclusive right under copyright, please report alleged copyright infringements taking place on or through the Website by completing the following DMCA Notice of Alleged Infringement and delivering it to our Designated Copyright Agent.","</p>
<p>If you are a copyright owner, or are authorized to act on behalf of one, or authorized to act under any exclusive right under copyright, please report alleged copyright infringements taking place on or through the App by completing the following DMCA Notice of Alleged Infringement and delivering it to SmartNews’s Designated Copyright Agent.",0.9557273897026562
validation,"If any provision of these Terms is found by a court of competent jurisdiction to be invalid, you nevertheless agree that the court should endeavor to give effect to the intentions of us and you as reflected in the provision, and that the other provisions of these Terms remain in full force and effect.","If any provision of these Terms is found by a court of competent jurisdiction to be invalid, the parties nevertheless agree that the court should endeavor to give effect to the parties' intentions as reflected in the provision, and the other provisions of these Terms remain in full force and effect.",0.954961823871389
validation,"<p>We are not responsible if information made available on this site is not accurate, complete or current.
The material on this site is provided for general information only and should not be relied upon or used as the sole basis for making decisions without consulting primary, more accurate, more complete or more timely sources of information.
Any reliance on the material on this site is at your own risk.</p>","We are not responsible if information made available on this site is not accurate, complete, or current.
The material on this site is provided for general information only and should not be relied upon or used as the sole basis for making decisions without consulting primary, more accurate, more complete or timelier sources of information.
Any reliance on the material on this site is at your own risk.",0.954801633026452
validation,"We make no warranty that our Services will meet your requirements, be safe, secure, uninterrupted, timely, accurate, or error-free, or that your information will be secure.</b>","We make no warranty that our services will meet your requirements, be safe, secure, uninterrupted, timely, accurate, or error-free, or that your information will be secure.",0.9537949036031256
validation,"</p>
<p>We have the right to disable any user name, password or other identifier, whether chosen by you or provided by us, at any time in our sole discretion for any or no reason, including if, in our opinion, you have violated any provision of these Terms of Service.</p>","We have the right to disable any user name, password or other identifier, whether chosen by you or provided by us, at any time in our sole discretion for any or no reason, including if, in our opinion, you have violated any provision of these Terms of Service.",0.9537476360747612
validation,"We may withdraw or amend the Services, and any related service or content, or restrict access (including by means of cancellation, termination, or modification, or suspension of a user account) to all or certain users (including you) without notice and without liability to you.","We may withdraw or amend the Services, and any related service or content, or restrict access (including by means of cancellation, termination, or modification, or suspension of a user account) to all or certain users (including you) without notice and without liability to you in our reasonable discretion.",0.953669013917427
test,referring,", referring",0.9535524809900588
validation,"Where you&nbsp;use multiple Products, we combine information about you and your activities to provide an integrated experience, such as to allow you to find information from one Product while searching from another&nbsp;or to present relevant product information as you travel across our websites.","Where you&nbsp;use multiple Services, we combine information about you and your activities to provide an integrated experience, such as to allow you to find information from one Service while searching from another&nbsp;or to present relevant product information as you travel across our websites.",0.9534768791963807
validation,"We reserve the right to add, delete, change or modify parts of these Terms at our sole discretion and at any time without notice or liability to you.","We reserve the right to add, delete, change or modify parts of these Terms of Use at our sole discretion and at any time without notice to you.",0.9532336346184227
validation,"From time to time, we may change this privacy policy to accommodate new technologies, industry practices, regulatory requirements or for other purposes.","<br>From time to time, we may change this privacy policy to accommodate new technologies, industry practices, regulatory requirements or for other purposes.",0.9520578991586586
validation,"You are not authorized to use.
</li>
<li>interfere with or disrupt any user, host, or network, for example by sending a virus, overloading, flooding, spamming, or mail-bombing any part of the Services;</li>
<li>","<li>interfere with or disrupt any user, host, or network, for example by sending a virus, overloading, flooding, spamming, or mail-bombing any part of the Services;</li>",0.9514957667615322
test,In no event shall our total liability to you for all damages (other than as may be required by applicable law in cases involving personal injury) exceed the amount of fifty dollars ($50.00).,In no event shall Licensor’s total liability to you for all damages (other than as may be required by applicable law in cases involving personal injury) exceed the amount of fifty dollars ($50.00).,0.9514386622221221
test,Under no circumstances will the collected data be sold or passed on to third parties.</p>,Under no circumstances will the collected data be sold or passed on to third parties.,0.9510586717215004
test,"If any part of these terms and conditions is determined to be invalid or unenforceable pursuant to applicable law including, but not limited to, the warranty disclaimers and liability limitations set forth above, then the invalid or unenforceable provision will be deemed superseded by a valid, enforceable provision that most closely matches the intent of the original provision and these terms and conditions shall continue in effect.","If any part of these Terms are determined to be invalid or unenforceable pursuant to applicable law including, but not limited to, the warranty disclaimers and liability limitations set forth above, then the invalid or unenforceable provision will be deemed superseded by a valid, enforceable provision that most closely matches the intent of the original provision and the remainder of these Terms shall continue in effect.</p>",0.9507852690694151
validation,you agree to maintain the security of your password and identification and to be fully responsible for all use of your account and for any actions that take place using your account.</p>,"maintain the security of your password and identification.
and (d) be fully responsible for all use of your account and for any actions that take place using your account.</p>",0.9505468885314007
validation,"The updated Terms will be posted online.
If the changes are substantive, we will announce the update through Mozilla's usual channels for such announcements such as blog posts and forums.","We may need to change this policy and our notices.
The updates will be posted online.
If the changes are substantive, we will announce the update through Mozilla's usual channels for such announcements such as blog posts and forums.",0.9500507916954523
test,"If any provision of these Terms of Service is held to be unlawful, void, or for any reason unenforceable, then that provision will be limited or eliminated from these Terms of Service to the minimum extent necessary and will not aﬀect the validity and enforceability of any remaining provisions.","If any provision of these Terms of Service is held to be unlawful, void, or for any reason unenforceable, then that provision will be limited or eliminated from these Terms of Service to the minimum extent necessary and will not affect the validity and enforceability of any remaining provisions.</p>",0.9491912486651277
test,None of the software on our apps will ever access or track any location-based information from your device at any time.</p>,None of the software on our apps will ever access or track any location-based information from your device at any time.,0.948454860443885
validation,"Without limiting the foregoing, Element or the Homeserver Owner make no warranty that:<br>
</p>
<ol>
<li>the Hosting and Communication Services will meet your requirements;<br>
</li>
<li>the Services will be uninterrupted, timely, secure, or error-free;<br>","Without limiting the foregoing, Element or the Homeserver Owner make no warranty that:<br>
</p>
<ol>
<li>the Hosting and Communication Services will meet your requirements;<br>
</li>
<li>the Services will be uninterrupted, timely, secure, or error-free;<br>
</li>
<li>the quality of the Services will meet your expectations.",0.9471654570186563
test,"You agree to defend, indemnify and hold harmless TheFreeDictionary.com (and any of its parents, subsidiaries, affiliates, employees, agents, third party content providers, and licensors, and their respective directors, officers, employees, and agents) from and against all claims, liability, and expenses, including attorneys’ fees and costs, arising out of Your use of the Site or Your breach of any provision of this agreement.","you agree to defend, indemnify and hold harmless Dictionary (and any of its parents, subsidiaries, affiliates, employees, agents, third party content providers, or licensors, and their respective directors, officers, employees, and agents) from and against all claims, liability, and expenses, including attorneys’ fees and legal fees and costs, arising out of your use of the Services or your breach of any provision of this agreement",0.9471292599413346
test,All payments are non-refundable.,all payments are non-refundable,0.9467428515245793
validation,"You can see the full revision history of this privacy policy on GitHub, or Codeberg.","You can see the full revision history of this privacy policy on GitHub, or Codeberg.</p>",0.9466418932970564
test,"This shall include; (i) any loss of profit (whether incurred directly or indirectly); (ii) any loss of goodwill or business reputation; (iii) any loss of opportunity; or (iv) any loss of data suffered; (b) any loss or damage which may be incurred as a result of: (i) any reliance placed by You on the completeness, accuracy or existence of any advertising, or as a result of any relationship or transaction between You and any advertiser or sponsor whose advertising appears on the Dailymotion Service; (ii) any changes which Dailymotion may make to the Dailymotion Service, or for any permanent or temporary cessation in the provision of the Dailymotion Service (or any of its features); (iii) the deletion of, corruption of, or failure to store, any content and other communications data maintained or transmitted by or through Your use of the Dailymotion Service; (iv) Your failure to provide Dailymotion with accurate account information (v) Your failure to keep Your password or your accounts details secure and confidential.","Nothing herein shall exclude or limit Dailymotion’s liability for losses which may not be lawfully excluded or limited by applicable law. Subject to this overall provision above, Dailymotion shall not be liable for:any indirect or consequential losses which may be incurred by You, including (i) any loss of proﬁt (whether incurred directly or indirectly); (ii) any loss of goodwill or business reputation; (iii) any loss of opportunity; or (iv) any loss of data suffered; orany loss or damage which may be incurred as a result of: (i) any reliance placed by You on the completeness, accuracy or existence of any advertising, or as a result of any relationship or transaction between You and any advertiser or sponsor whose advertising appears on the Dailymotion Service; (ii) any changes which Dailymotion may make to the Dailymotion Service, or for any permanent or temporary cessation in the provision of the Dailymotion Service (or any of its features); (iii) the deletion of, corruption of, or failure to store, any content and other communications data maintained or transmitted by or through Your use of the Dailymotion Service; (iv) Your failure to provide Dailymotion with accurate account information; or (v) Your failure to keep Your password or Your accounts details secure and conﬁdential.",0.946519013895119
validation,(iii) THE RESULTS THAT MAY BE OBTAINED FROM THE USE OF THE SERVICE WILL BE ACCURATE OR RELIABLE.,"(III) THE RESULTS THAT MAY BE OBTAINED FROM THE USE OF THE SERVICE WILL BE ACCURATE OR RELIABLE,",0.94631530448273
validation,"If any provision of these Terms is held to be unlawful, void, or for any reason unenforceable, then that provision shall be deemed severable from these Terms and shall not affect the validity and enforceability of any remaining provisions.","<p>If any provision of these Terms shall be unlawful, void or for any reason unenforceable, then that provision shall be deemed severable from these Terms and shall not affect the validity and enforceability of any remaining provisions",0.9460567226451604
validation,"The English courts will have jurisdiction over any claim arising from, or related to, a visit to our Site or use of our Services.","The English courts will have jurisdiction over any claim arising from, or related to, any use of our Services.",0.9455675578648718
validation,"<p>The processing of personal data, such as the name, address, e-mail address, or telephone number of a data subject shall always be in line with the General Data Protection Regulation (GDPR)","The processing of personal data, such as the name, address, e-mail address, or telephone number of a data subject shall always be in line with the General Data Protection Regulation (GDPR),",0.9455575596375635
validation,"If any provision of these Terms is found by a court of competent jurisdiction to be invalid, you nevertheless agree that the court should endeavor to give effect to the intentions of us and you as reflected in the provision, and that the other provisions of these Terms remain in full force and effect","If any provision of these Terms is found by a court of competent jurisdiction to be invalid, the parties nevertheless agree that the court should endeavor to give effect to the parties' intentions as reflected in the provision, and the other provisions of these Terms remain in full force and effect.",0.9455281990547172
test,We do not guarantee that any Content you access on or through the Services is or will continue to be accurate.,We do not guarantee that any Content you access on or through the Website is or will continue to be accurate.,0.9454834678068877
validation,Your continued use of the Site and Services following our posting of changes constitutes your acceptance of any such changes.,Your continued use of the Site following the posting of changes will constitute your acceptance of such changes.,0.9440145776103427
validation,"political campaigning,",", political campaigning",0.9435649107302038
